date,year,region,measures,unit,index_value
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",135.5
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",135.3
1997-05,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1997-05,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-05,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1997-05,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.5
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92.6
1997-06,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8
1997-06,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",91.1
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.9
1997-06,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108.8
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",109.2
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.5
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",109.3
1997-06,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",135.7
1997-06,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132.7
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",135.8
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.1
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",135.5
1997-06,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1997-06,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-06,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1997-06,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.4
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92.3
1997-07,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.6
1997-07,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",91.1
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91
1997-07,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108.8
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",109.1
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.6
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",109
1997-07,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",135.6
1997-07,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132.7
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",135.7
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.2
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",135.4
1997-07,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1997-07,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-07,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1997-07,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-08,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.5
1997-08,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92.4
1997-08,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7
1997-08,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",91.2
1997-08,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.2
1997-08,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",109
1997-08,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",109.2
1997-08,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.9
1997-08,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",109.1
1997-08,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",135.8
1997-08,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132.9
1997-08,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",135.9
1997-08,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.6
1997-08,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",135.6
1997-08,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1997-08,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-08,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1997-08,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-09,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.6
1997-09,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92.5
1997-09,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.5
1997-09,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",91.2
1997-09,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.2
1997-09,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108.9
1997-09,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",109.3
1997-09,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.9
1997-09,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",109.2
1997-09,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",136
1997-09,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132.8
1997-09,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",136
1997-09,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.6
1997-09,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",135.6
1997-09,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1997-09,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-09,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1997-09,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-10,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.7
1997-10,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92.6
1997-10,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.5
1997-10,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",91.2
1997-10,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.2
1997-10,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",109
1997-10,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",109.5
1997-10,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",109
1997-10,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",109.3
1997-10,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",136.3
1997-10,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132.9
1997-10,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",136.2
1997-10,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.7
1997-10,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",135.9
1997-10,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0
1997-10,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-10,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1997-10,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1997-11,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.5
1997-11,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92.5
1997-11,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.1
1997-11,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",91.1
1997-11,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.1
1997-11,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108.8
1997-11,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",109.2
