date,year,region,measures,unit,index_value,percentage
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.7,9.30%
1997-02,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108.2,-8.20%
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",108.3,-8.30%
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.3,-8.30%
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.4,-8.40%
1997-02,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",134.6,-34.60%
1997-02,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132,-32.00%
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",134.7,-34.70%
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.7,-31.70%
1997-02,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",134.4,-34.40%
1997-02,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1997-02,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,0.10%
1997-02,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1997-02,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.1,7.90%
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92,8.00%
1997-03,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
1997-03,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90.8,9.20%
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.8,9.20%
1997-03,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108.4,-8.40%
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",108.8,-8.80%
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.4,-8.40%
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.7,-8.70%
1997-03,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",135,-35.00%
1997-03,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132.3,-32.30%
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",135.3,-35.30%
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.9,-31.90%
1997-03,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",134.9,-34.90%
1997-03,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1997-03,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,0.10%
1997-03,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1997-03,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.2,7.80%
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92.2,7.80%
1997-04,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
1997-04,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90.8,9.20%
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.8,9.20%
1997-04,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108.4,-8.40%
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",108.9,-8.90%
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.4,-8.40%
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.9,-8.90%
1997-04,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",135.3,-35.30%
1997-04,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132.3,-32.30%
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",135.5,-35.50%
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",131.9,-31.90%
1997-04,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",135.1,-35.10%
1997-04,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1997-04,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1997-04,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1997-04,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.2,7.80%
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92.2,7.80%
1997-05,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7,1.70%
1997-05,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",90.9,9.10%
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.8,9.20%
1997-05,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108.5,-8.50%
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",108.9,-8.90%
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.4,-8.40%
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.9,-8.90%
1997-05,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",135.4,-35.40%
1997-05,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132.4,-32.40%
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",135.5,-35.50%
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132,-32.00%
1997-05,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",135.3,-35.30%
1997-05,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1997-05,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1997-05,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1997-05,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.5,7.50%
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92.6,7.40%
1997-06,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,1.80%
1997-06,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",91.1,8.90%
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.9,9.10%
1997-06,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108.8,-8.80%
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",109.2,-9.20%
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.5,-8.50%
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",109.3,-9.30%
1997-06,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",135.7,-35.70%
1997-06,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132.7,-32.70%
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",135.8,-35.80%
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.1,-32.10%
1997-06,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",135.5,-35.50%
1997-06,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1997-06,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1997-06,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1997-06,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.4,7.60%
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92.3,7.70%
1997-07,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.6,1.60%
1997-07,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",91.1,8.90%
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91,9.00%
1997-07,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",108.8,-8.80%
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",109.1,-9.10%
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",108.6,-8.60%
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",109,-9.00%
1997-07,1997,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",135.6,-35.60%
1997-07,1997,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",132.7,-32.70%
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",135.7,-35.70%
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.2,-32.20%
1997-07,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",135.4,-35.40%
1997-07,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1997-07,1997,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1997-07,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1997-07,1997,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1997-08,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",92.5,7.50%
1997-08,1997,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",92.4,7.60%
1997-08,1997,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7,1.70%
